id,age,female,area,educ_years,income,pol_interest,pol_know,gotv,vote_intent
2153,55,1,rural,13,49.7,4,6,0,6.1
2154,48,0,urban,11,64.1,4,2,0,3.4
2155,38,1,rural,17,43.6,5,5,1,8.8
2156,82,1,suburban,11,49.4,4,2,0,4.7
2157,18,1,urban,12,21.8,2,2,0,2.5
2158,42,1,urban,14,56.9,6,5,0,2.8
2159,29,1,rural,11,35.0,1,4,0,2.9
2160,45,0,suburban,8,24.4,5,1,0,5.2
2161,18,1,suburban,14,38.0,6,6,1,5.7
2162,26,0,urban,11,13.4,4,1,0,6.8
2163,35,0,rural,15,47.3,3,6,0,5.2
2164,59,1,urban,12,37.2,5,5,0,5.6
2165,64,1,urban,9,29.5,1,0,0,2.9
2166,23,0,urban,16,56.5,6,5,1,5.9
2167,41,1,suburban,15,42.4,6,8,1,7.5
2168,53,0,suburban,14,70.3,6,5,0,5.0
2169,40,0,rural,8,26.9,3,1,0,4.8
2170,42,1,rural,13,39.4,5,7,0,6.6
2171,74,1,urban,16,69.5,4,4,1,7.3
2172,25,1,suburban,14,42.6,5,3,0,5.0
2173,65,0,urban,14,36.0,4,5,0,4.1
2174,18,0,suburban,14,40.3,4,7,0,4.5
2175,68,1,suburban,14,24.9,9,8,1,7.8
2176,49,0,rural,14,75.1,4,8,1,8.6
2177,51,0,rural,11,30.6,5,5,0,5.3
2178,35,1,suburban,13,21.7,3,4,0,2.0
2179,18,1,suburban,10,16.9,4,3,0,2.9
2180,38,0,urban,17,99.2,6,6,1,6.4
2181,47,1,suburban,16,60.6,3,2,0,3.7
2182,26,0,rural,16,36.0,4,1,1,5.8
2183,64,0,rural,11,53.2,7,6,0,6.1
2184,60,1,urban,14,41.7,6,1,0,4.4
2185,47,1,suburban,11,30.1,5,3,0,4.1
2186,41,0,urban,11,22.4,5,1,0,5.0
2187,39,1,suburban,11,19.8,5,1,0,4.6
2188,74,0,urban,10,29.2,5,3,0,6.2
2189,21,1,rural,8,13.3,2,0,0,2.9
2190,49,1,suburban,10,27.4,0,1,0,3.7
2191,29,0,suburban,14,49.7,6,4,0,4.5
2192,74,0,urban,15,67.1,6,5,0,7.9
2193,31,1,suburban,14,24.6,5,1,0,4.9
2194,42,1,urban,14,38.1,2,8,0,5.4
2195,56,1,rural,12,26.5,7,5,0,5.3
2196,25,0,rural,8,15.5,4,5,0,3.5
2197,61,1,suburban,8,32.6,3,0,0,4.0
2198,35,0,suburban,15,49.7,6,5,0,6.3
2199,62,1,rural,15,36.5,7,5,0,7.8
2200,32,0,suburban,11,42.8,6,8,0,5.2
2201,48,1,suburban,12,31.5,8,5,0,7.0
2202,39,1,suburban,14,37.5,5,2,0,4.3
2203,55,0,urban,12,45.3,5,4,0,5.7
2204,76,0,suburban,9,19.0,2,2,0,2.9
2205,52,1,suburban,10,41.7,4,5,0,5.8
2206,71,1,urban,14,55.8,5,3,1,9.3
2207,43,0,suburban,15,39.3,8,6,0,9.5
2208,49,0,rural,15,32.1,4,3,0,5.5
2209,55,0,suburban,12,61.5,4,1,0,3.3
2210,52,0,suburban,9,47.4,0,1,0,1.7
2211,48,1,rural,13,42.6,2,4,1,5.4
2212,61,1,rural,15,51.4,6,5,1,7.7
2213,88,0,rural,15,41.4,6,7,0,6.4
2214,18,1,urban,17,59.9,3,3,0,5.8
2215,53,0,rural,8,53.7,4,3,0,4.5
2216,43,0,urban,16,132.1,5,4,0,3.7
2217,52,1,rural,12,26.3,2,6,0,4.6
2218,68,1,rural,10,29.3,4,4,0,2.1
2219,51,1,rural,10,20.9,5,3,0,2.3
2220,71,0,urban,14,35.1,4,3,1,7.8
2221,34,1,rural,13,22.8,4,1,0,4.0
2222,34,0,urban,17,36.0,4,3,0,5.2
2223,52,0,suburban,9,37.6,4,1,0,3.9
2224,18,0,rural,15,33.3,5,7,1,5.7
2225,64,1,suburban,16,74.0,7,5,0,7.4
2226,60,1,suburban,8,27.5,5,3,0,4.2
2227,77,0,urban,15,59.1,8,4,0,8.0
2228,47,0,suburban,14,78.8,9,4,1,8.3
2229,41,0,urban,15,89.0,7,6,1,8.8
2230,47,1,rural,13,76.5,4,5,0,3.9
2231,53,0,rural,17,81.2,5,5,1,8.7
2232,60,0,urban,15,44.8,10,7,1,8.7
2233,72,0,urban,14,38.5,7,7,0,6.0
2234,35,0,rural,14,23.4,5,3,0,4.7
2235,45,1,urban,15,85.4,10,7,0,10.0
2236,53,0,suburban,12,51.7,6,7,1,6.2
2237,18,0,rural,15,28.9,6,5,0,4.9
2238,59,0,suburban,16,40.2,4,6,1,8.1
2239,38,0,rural,10,34.2,2,4,0,2.0
2240,48,0,urban,11,71.3,4,4,0,1.8
2241,51,0,rural,13,70.2,5,6,0,5.8
2242,46,0,suburban,17,58.3,7,8,1,7.5
2243,31,1,rural,17,51.9,9,7,1,9.6
2244,38,1,rural,14,52.6,6,6,0,6.4
2245,68,1,suburban,9,31.1,5,3,1,4.8
2246,30,1,rural,10,26.6,6,4,0,4.9
2247,55,1,suburban,12,43.3,3,5,1,5.9
2248,51,0,suburban,12,35.2,7,4,0,5.2
2249,69,1,urban,15,70.4,3,1,0,5.5
2250,57,1,urban,8,23.8,4,2,1,7.1
2251,44,0,suburban,12,66.1,5,6,0,5.4
2252,63,1,urban,19,175.5,7,7,1,9.6
2253,49,0,suburban,8,42.2,1,3,0,0.4
2254,77,0,urban,16,47.5,3,5,0,3.5
2255,59,0,rural,12,36.2,4,4,0,3.3
2256,59,1,urban,13,44.3,4,3,0,4.8
2257,27,0,suburban,12,47.3,7,5,0,5.2
2258,56,0,suburban,12,49.2,7,4,0,3.8
2259,42,0,rural,16,30.8,8,5,0,7.3
2260,35,0,suburban,13,28.5,8,4,0,5.2
2261,63,0,urban,16,43.2,4,5,0,4.4
2262,36,0,urban,17,65.4,4,5,0,4.3
2263,56,1,urban,16,77.4,5,7,0,6.3
2264,42,0,rural,11,47.9,3,3,0,2.9
2265,19,0,suburban,14,25.6,4,4,0,5.0
2266,34,1,rural,8,57.3,2,2,0,2.7
2267,29,1,suburban,12,20.7,7,0,0,5.4
2268,40,0,rural,14,86.2,7,3,1,7.9
2269,34,1,urban,14,36.9,4,3,0,5.6
2270,47,1,suburban,12,30.1,8,6,0,7.1
2271,51,0,suburban,18,120.5,6,6,0,7.9
2272,24,1,rural,19,37.9,9,6,1,8.8
2273,45,1,suburban,18,110.3,1,3,0,3.0
2274,37,0,suburban,13,39.2,3,3,0,3.6
2275,34,1,urban,12,57.8,2,2,0,2.0
2276,38,0,urban,12,41.2,6,3,0,4.8
2277,61,1,urban,15,67.4,6,5,1,7.0
2278,49,0,urban,17,83.2,5,5,0,4.6
2279,32,1,urban,13,60.3,2,2,0,5.4
2280,63,0,suburban,15,152.2,6,6,1,7.6
2281,43,1,urban,12,32.7,6,6,0,6.1
2282,43,0,urban,15,52.3,4,3,0,3.8
2283,29,0,rural,12,19.7,4,3,0,4.6
2284,55,0,suburban,15,55.9,6,4,0,6.2
2285,51,0,suburban,13,50.3,8,4,0,5.3
2286,53,0,urban,11,50.1,5,8,0,4.5
2287,88,1,urban,12,22.6,5,4,0,5.6
2288,47,0,urban,14,50.8,3,5,0,3.8
2289,49,0,suburban,13,55.7,7,7,1,5.4
2290,60,0,rural,14,63.7,7,7,0,7.5
2291,50,0,urban,14,48.1,5,4,0,6.5
2292,18,1,rural,11,20.3,5,7,0,8.0
2293,54,1,urban,16,67.0,6,7,0,3.6
2294,78,1,suburban,11,26.2,9,6,1,9.1
2295,39,0,urban,12,18.8,2,1,0,0.9
2296,52,1,urban,10,24.6,3,6,0,3.5
2297,74,1,suburban,12,47.9,8,4,1,5.7
2298,35,0,suburban,17,143.8,6,6,0,8.2
2299,52,0,suburban,11,41.2,9,7,1,10.0
2300,55,0,suburban,14,58.7,4,5,0,5.4
2301,50,1,rural,11,28.5,4,6,0,5.5
2302,18,1,rural,14,31.1,4,1,0,3.4
2303,46,0,urban,12,20.0,6,3,1,6.6
2304,58,1,suburban,14,44.4,4,6,0,6.6
2305,49,1,rural,12,50.9,4,5,0,5.6
2306,67,0,urban,12,30.8,6,6,1,6.7
2307,27,0,suburban,19,50.0,6,8,0,7.6
2308,31,1,urban,18,46.7,4,7,0,5.9
2309,45,0,urban,17,80.9,5,3,0,6.5
2310,41,0,suburban,13,77.5,4,7,0,4.4
2311,45,0,suburban,14,28.2,6,3,0,5.6
2312,51,0,suburban,11,45.2,5,3,0,4.1
2313,64,0,urban,12,65.7,3,4,1,6.1
2314,21,0,urban,16,36.5,6,4,0,4.5
2315,18,1,urban,15,39.6,10,8,1,4.9
2316,46,0,suburban,14,69.7,6,6,0,3.7
2317,25,1,rural,11,14.2,4,2,0,2.6
2318,24,0,urban,15,41.4,8,5,0,6.5
2319,41,0,suburban,14,32.1,6,4,0,5.3
2320,32,1,suburban,12,32.9,7,4,0,2.4
2321,51,1,suburban,12,36.1,7,3,0,5.5
2322,19,0,urban,20,52.2,3,5,0,4.5
2323,59,1,rural,10,41.9,7,5,0,6.2
2324,40,0,urban,15,75.0,4,0,0,3.3
2325,67,1,urban,15,48.5,5,5,0,4.4
2326,56,0,urban,15,82.3,5,6,0,6.1
2327,41,1,rural,17,102.8,8,5,0,5.3
2328,50,1,suburban,10,43.1,5,0,0,4.8
2329,56,0,suburban,12,61.2,1,5,0,4.7
2330,46,0,urban,15,52.7,6,4,0,6.3
2331,40,1,urban,15,41.6,3,1,1,7.4
2332,63,0,rural,12,42.3,5,6,0,6.6
2333,34,1,urban,15,47.5,8,3,0,4.8
2334,54,0,urban,9,41.7,2,0,0,3.5
2335,52,0,urban,18,49.2,7,7,0,7.1
2336,53,0,rural,11,31.8,8,4,0,7.6
2337,43,0,urban,16,88.1,5,3,0,3.8
2338,67,0,urban,13,62.7,7,5,1,8.2
2339,18,0,urban,15,43.4,1,1,0,0.0
2340,53,0,rural,10,90.1,4,3,0,8.1
2341,37,1,rural,12,29.5,3,3,0,4.6
2342,18,0,rural,12,19.1,6,2,0,3.7
2343,31,0,urban,13,29.1,6,3,0,4.1
2344,53,1,rural,14,77.2,6,5,0,4.0
2345,49,0,suburban,10,30.2,6,5,0,7.1
2346,45,1,rural,11,20.9,6,1,0,3.9
2347,37,0,rural,15,42.9,6,8,0,6.3
2348,57,1,suburban,13,36.9,6,6,1,7.1
2349,53,0,rural,14,76.1,8,3,1,6.5
2350,88,1,rural,14,43.1,7,4,1,6.1
2351,45,0,suburban,13,36.8,5,2,0,5.0
2352,56,0,urban,16,45.7,4,5,0,5.9
2353,46,0,suburban,14,35.0,1,3,1,4.9
2354,32,1,rural,11,42.0,5,1,0,1.5
2355,62,0,rural,17,79.1,6,6,0,6.7
2356,65,1,suburban,10,31.7,5,1,0,5.6
2357,34,1,urban,18,34.4,10,8,1,8.8
2358,50,0,urban,11,45.2,4,1,0,2.9
2359,43,1,urban,14,75.9,6,3,0,6.7
2360,51,1,rural,10,59.7,3,1,0,5.1
2361,49,1,rural,13,29.6,7,2,0,5.6
2362,53,0,suburban,13,54.1,2,4,0,3.5
2363,68,0,suburban,11,37.5,6,5,0,7.1
2364,39,1,urban,11,24.5,4,2,0,6.5
2365,18,1,rural,10,39.4,0,2,0,0.8
2366,18,1,urban,11,34.0,4,3,0,5.8
2367,38,1,rural,10,26.3,1,3,0,5.0
2368,32,0,suburban,13,38.8,7,2,1,4.6
2369,49,0,suburban,12,62.9,6,4,0,4.4
2370,38,1,urban,14,42.1,7,8,1,7.5
2371,61,0,urban,16,81.0,6,5,1,8.9
2372,55,1,urban,13,32.4,5,6,0,7.7
2373,18,0,rural,17,35.7,5,5,1,5.5
2374,80,1,rural,15,58.4,6,5,1,7.6
2375,27,1,rural,17,41.4,3,7,0,4.3
2376,55,0,urban,10,68.9,4,6,0,3.3
2377,46,1,urban,11,31.8,4,2,0,3.4
2378,50,0,urban,13,55.7,4,4,0,2.0
2379,51,1,urban,12,53.9,3,3,1,7.9
2380,45,0,rural,12,68.7,6,6,0,4.1
2381,19,0,suburban,14,45.3,7,5,0,5.3
2382,52,0,urban,19,73.6,5,6,0,6.2
2383,49,0,suburban,10,40.9,3,2,0,4.6
2384,18,0,urban,14,14.8,3,2,0,5.2
2385,50,1,rural,10,39.1,4,0,0,2.3
2386,49,0,suburban,16,54.1,5,3,0,6.8
2387,66,1,urban,8,34.2,2,2,0,1.3
2388,36,1,urban,12,49.8,3,2,0,2.4
2389,23,0,rural,10,29.1,0,3,0,4.0
2390,68,0,suburban,10,36.3,5,3,0,5.6
2391,65,1,suburban,15,41.4,3,1,0,3.0
2392,49,1,rural,13,60.8,5,6,0,6.8
2393,64,1,urban,16,81.5,4,6,0,6.9
2394,62,1,suburban,13,73.4,5,5,0,7.4
2395,58,0,urban,18,49.9,7,6,1,5.8
2396,39,0,urban,9,48.3,2,4,0,4.0
2397,50,0,suburban,14,16.9,4,4,0,4.8
2398,45,0,rural,16,37.4,4,6,1,6.3
2399,28,1,suburban,10,21.5,3,2,0,4.5
2400,66,1,urban,14,72.9,4,3,0,2.3
2401,21,0,rural,13,30.3,2,3,0,2.6
2402,54,1,urban,16,83.3,8,8,0,7.4
2403,48,0,suburban,15,37.1,8,7,0,6.2
2404,22,1,suburban,18,51.1,5,3,1,6.2
2405,78,1,urban,14,49.4,5,7,0,5.8
2406,49,0,rural,12,44.3,5,6,1,6.3
2407,37,1,rural,19,48.7,5,3,1,7.0
2408,58,1,suburban,15,36.4,7,4,0,7.4
2409,46,1,urban,8,29.6,3,3,0,4.1
2410,46,0,suburban,10,19.1,6,5,1,7.5
2411,31,0,urban,14,30.7,5,0,0,1.8
2412,64,1,urban,16,67.0,6,7,0,6.2
2413,53,1,urban,15,40.9,2,2,0,3.9
2414,59,1,urban,16,57.0,6,5,1,9.2
2415,62,1,suburban,14,42.7,5,3,0,5.8
2416,36,0,urban,12,36.6,5,4,0,3.4
2417,44,0,suburban,12,58.7,4,6,1,5.8
2418,64,0,urban,14,51.5,7,7,1,9.3
2419,18,0,urban,10,14.9,5,3,0,3.1
2420,33,1,rural,12,25.5,1,6,0,2.6
2421,48,0,suburban,11,52.4,5,2,0,5.6
2422,39,0,suburban,12,27.8,2,5,0,3.4
2423,46,1,rural,9,54.2,3,4,0,3.5
2424,70,0,rural,10,63.0,4,5,0,6.2
2425,53,0,suburban,13,67.0,4,3,0,2.9
2426,38,0,urban,11,37.1,4,4,0,5.5
2427,18,1,suburban,10,15.5,2,2,0,2.3
2428,43,0,urban,12,35.1,3,0,0,3.8
2429,43,1,suburban,10,32.3,5,4,0,3.7
2430,54,0,suburban,12,45.5,5,6,1,6.0
2431,34,0,rural,14,35.6,2,6,0,4.6
2432,60,1,urban,17,114.0,6,5,1,9.1
2433,38,0,rural,8,18.9,5,6,0,7.7
2434,29,1,urban,11,32.8,6,4,0,2.7
2435,43,0,urban,18,38.5,6,2,0,5.3
2436,27,1,suburban,8,11.6,2,2,0,3.3
2437,40,0,suburban,11,37.8,4,2,1,6.0
2438,77,0,rural,16,46.9,4,6,0,6.4
2439,76,1,suburban,16,70.7,8,6,0,7.2
2440,63,1,urban,15,49.1,3,1,0,4.1
2441,52,1,suburban,18,79.9,7,5,0,7.3
2442,54,1,suburban,13,35.9,7,3,0,6.7
2443,40,0,rural,13,55.3,4,5,0,5.1
2444,35,1,urban,11,59.8,4,6,0,4.0
2445,56,1,urban,10,53.4,8,3,1,5.5
2446,69,1,urban,15,82.8,4,6,0,6.3
2447,60,0,suburban,12,56.2,5,3,1,6.3
2448,47,1,rural,15,50.6,6,5,0,5.8
2449,69,0,suburban,11,44.8,7,7,1,9.5
2450,58,1,rural,14,66.1,5,5,0,6.3
2451,46,1,suburban,15,75.4,5,5,1,7.6
2452,52,0,rural,12,46.1,7,4,0,8.2
2453,37,0,urban,11,56.7,5,2,0,6.3
2454,73,0,rural,10,35.1,6,4,0,6.4
2455,43,0,rural,8,33.3,3,6,0,3.7
2456,53,0,urban,15,57.9,6,5,0,6.5
2457,52,0,rural,14,45.6,3,2,0,3.8
2458,50,1,urban,12,39.6,5,2,0,4.3
2459,77,1,suburban,13,31.4,7,3,1,6.8
2460,62,0,urban,13,54.8,5,5,0,5.0
2461,28,0,suburban,13,30.9,3,3,0,3.7
2462,64,1,suburban,19,51.0,7,8,0,8.1
2463,49,0,suburban,12,41.7,5,4,0,7.5
2464,45,0,suburban,17,61.0,5,4,0,4.2
2465,51,0,urban,14,28.3,3,6,0,4.3
2466,56,1,rural,14,22.3,5,7,0,4.8
2467,27,1,urban,10,18.5,4,2,0,4.5
2468,45,1,suburban,15,34.4,7,6,1,7.5
2469,25,1,rural,10,36.5,5,5,0,6.2
2470,30,1,suburban,9,29.4,3,3,0,3.1
2471,42,0,rural,13,27.7,6,1,0,5.1
2472,58,1,urban,12,35.3,6,5,0,5.2
2473,60,0,rural,16,77.6,5,2,0,4.4
2474,51,0,suburban,9,39.3,5,5,0,6.0
2475,29,1,suburban,16,28.8,10,8,1,8.6
2476,53,1,rural,16,91.6,7,6,1,7.7
2477,53,1,suburban,11,37.7,5,4,0,5.7
2478,29,1,urban,10,41.2,4,4,0,3.7
2479,18,1,urban,15,32.4,6,2,0,3.6
2480,54,0,rural,13,30.8,2,3,0,4.2
2481,18,1,urban,15,40.4,7,7,1,7.1
2482,60,1,urban,16,112.7,7,6,1,8.9
2483,38,1,urban,17,66.6,3,6,0,3.8
2484,70,0,suburban,13,58.6,5,7,0,5.7
2485,46,1,suburban,12,48.3,4,6,0,6.8
2486,21,0,urban,11,47.1,0,1,0,1.3
2487,54,0,rural,16,40.2,6,6,1,7.4
2488,41,0,urban,15,49.5,3,4,0,2.7
2489,64,0,suburban,16,36.4,9,5,1,7.2
2490,25,0,urban,15,40.9,8,5,0,4.1
2491,59,1,rural,8,28.5,4,0,0,6.4
2492,34,0,suburban,13,45.0,6,3,0,6.4
2493,63,0,urban,10,24.9,1,1,0,3.0
2494,57,0,urban,16,41.2,3,5,0,4.6
2495,23,1,rural,14,22.8,3,3,1,2.8
2496,48,1,rural,13,41.0,5,5,0,4.0
2497,67,1,urban,18,31.6,5,4,0,5.1
2498,37,0,urban,9,41.4,3,1,0,3.6
2499,48,0,urban,15,40.8,5,1,0,3.5
2500,49,1,rural,15,38.8,4,3,0,5.5
2501,62,0,urban,12,23.0,3,6,1,6.9
2502,87,0,rural,15,45.5,7,5,1,8.5
2503,60,1,rural,12,43.9,4,5,0,5.9
2504,46,0,urban,9,24.8,2,1,0,3.3
2505,52,0,urban,13,81.6,5,3,0,3.4
2506,44,0,suburban,12,60.5,6,5,0,7.5
2507,55,1,urban,14,71.5,7,6,0,7.2
2508,64,1,suburban,12,63.7,9,3,1,8.6
2509,61,0,rural,12,62.4,6,4,0,7.1
2510,37,1,suburban,14,36.7,4,5,0,6.3
2511,62,0,suburban,14,77.9,4,3,0,4.3
2512,44,0,urban,13,41.7,7,7,1,7.0
2513,48,1,rural,12,83.1,8,4,1,6.2
2514,32,1,suburban,12,23.8,1,1,0,2.5
2515,47,0,suburban,13,111.4,9,7,1,6.9
2516,45,0,suburban,8,31.4,4,2,0,3.8
2517,38,1,rural,14,57.7,4,5,0,6.6
2518,18,0,rural,11,22.9,2,2,0,2.7
2519,35,1,urban,13,48.8,5,3,1,6.4
2520,51,1,suburban,15,64.1,4,7,0,4.7
2521,30,1,rural,12,48.0,5,3,0,5.1
2522,46,1,suburban,17,64.4,7,5,0,5.8
2523,43,0,suburban,8,32.2,4,5,0,3.5
2524,88,1,rural,14,30.9,7,7,1,9.1
2525,70,1,urban,14,43.8,5,4,0,5.5
2526,62,1,suburban,14,42.4,7,7,0,5.8
2527,41,1,rural,13,58.2,6,4,0,5.7
2528,61,1,suburban,9,26.5,6,3,0,5.6
2529,69,0,suburban,14,72.4,4,7,0,5.6
2530,18,1,suburban,13,24.4,8,8,0,5.3
2531,52,1,urban,12,52.1,3,2,0,1.9
2532,59,0,suburban,14,39.1,5,7,1,9.8
2533,49,0,urban,15,88.5,3,7,0,6.3
2534,72,0,rural,10,37.0,6,4,0,6.3
2535,23,1,suburban,15,38.9,4,3,0,6.6
2536,61,1,suburban,13,72.6,6,4,0,6.6
2537,32,1,rural,16,28.4,6,4,0,6.5
2538,51,1,suburban,11,31.7,3,3,0,4.1
2539,31,0,suburban,21,72.4,9,7,1,9.1
2540,56,0,urban,12,27.8,6,4,0,5.4
2541,23,1,urban,14,45.7,2,2,0,1.3
2542,51,1,suburban,16,48.6,6,3,0,6.4
2543,57,0,suburban,12,31.9,4,5,0,5.7
2544,71,0,rural,9,19.0,0,2,0,3.3
2545,50,1,urban,16,87.7,5,4,1,7.0
2546,33,1,suburban,16,44.3,5,6,0,3.8
2547,20,1,suburban,9,13.1,7,5,1,5.1
2548,73,1,urban,15,51.2,5,5,1,8.0
2549,66,0,urban,10,24.4,4,2,1,5.5
2550,59,0,urban,16,83.0,7,5,0,6.0
2551,60,0,rural,11,39.8,5,2,0,3.4
2552,57,1,rural,12,26.3,3,3,0,3.3
2553,40,0,rural,17,55.3,4,7,0,6.4
2554,56,1,suburban,11,43.2,3,3,0,4.8
2555,56,0,urban,10,36.9,6,5,1,8.2
2556,36,0,urban,12,17.7,3,5,0,4.5
2557,40,1,rural,13,50.4,3,6,1,5.0
2558,34,1,urban,13,38.6,1,3,0,2.1
2559,88,0,rural,12,32.2,6,7,1,7.0
2560,43,1,urban,13,50.1,5,6,0,6.4
2561,34,0,suburban,18,69.3,6,5,0,4.6
2562,56,1,urban,13,157.9,4,3,0,6.1
2563,79,1,rural,11,43.5,6,3,0,5.1
2564,59,1,urban,15,63.9,4,4,0,5.9
2565,18,0,rural,13,38.4,4,4,0,4.8
2566,39,0,urban,18,81.9,5,7,0,5.1
2567,46,0,rural,13,39.2,2,1,0,3.7
2568,22,0,rural,14,33.0,4,5,0,4.3
2569,69,0,rural,12,42.0,6,5,0,8.2
2570,55,1,suburban,10,54.2,7,7,0,6.5
2571,32,0,rural,15,51.5,5,6,0,5.8
2572,18,1,rural,9,31.2,3,1,0,0.9
2573,70,0,urban,15,51.4,3,4,0,5.0
2574,55,1,urban,14,48.7,6,5,0,7.3
2575,52,0,suburban,17,51.4,6,3,0,5.6
2576,65,1,suburban,12,51.7,3,4,0,4.8
2577,59,0,suburban,12,61.7,4,2,0,5.3
2578,60,1,urban,10,31.3,3,4,1,8.9
2579,36,0,urban,12,38.5,3,3,0,5.4
2580,46,1,urban,15,54.8,7,4,0,5.1
2581,54,0,suburban,18,74.4,7,6,1,8.8
2582,88,1,suburban,9,18.8,5,1,1,8.5
2583,69,0,rural,11,32.5,10,7,1,8.1
2584,51,0,rural,8,27.5,0,3,0,3.2
2585,34,1,urban,14,29.8,7,4,0,6.7
2586,26,1,rural,12,25.8,2,2,0,3.6
2587,30,1,urban,12,32.7,3,4,0,3.6
2588,45,1,suburban,17,32.7,5,7,1,8.3
2589,54,0,rural,8,18.4,4,0,1,5.2
2590,26,0,urban,15,39.3,5,4,0,5.8
2591,37,1,urban,15,42.8,3,3,0,2.4
2592,33,0,suburban,8,22.9,2,1,0,4.2
2593,65,0,rural,14,63.8,7,6,1,8.9
2594,55,0,suburban,15,38.7,3,5,0,6.3
2595,53,0,urban,14,68.2,6,4,0,6.5
2596,29,1,rural,20,52.9,8,4,0,5.3
2597,43,1,rural,11,43.2,5,3,0,4.9
2598,37,1,suburban,14,32.4,7,7,0,5.6
2599,64,1,suburban,9,29.1,3,4,0,1.5
2600,68,0,suburban,12,20.3,6,1,1,9.4
2601,52,1,suburban,13,45.3,6,3,0,4.0
2602,83,0,urban,16,70.9,3,4,0,6.0
2603,35,0,urban,13,41.9,6,3,0,6.2
2604,46,1,rural,10,29.1,2,0,0,3.9
2605,32,1,urban,11,25.6,2,1,0,2.8
2606,73,0,urban,14,40.0,4,3,0,4.5
2607,47,1,urban,12,48.3,0,1,0,3.1
2608,52,0,suburban,12,51.1,3,6,0,4.4
2609,33,0,suburban,17,109.1,7,4,0,7.5
2610,27,0,suburban,16,43.2,4,5,0,5.9
2611,53,1,rural,11,32.0,5,2,0,4.0
2612,48,1,rural,17,56.3,8,8,1,10.0
2613,58,1,rural,11,77.8,4,4,0,4.6
2614,85,1,suburban,12,38.4,4,1,0,1.7
2615,50,0,urban,10,26.7,5,1,0,4.0
2616,42,1,rural,16,65.6,8,8,1,6.6
2617,73,0,suburban,11,29.1,5,5,1,8.8
2618,32,1,suburban,14,25.2,5,6,1,7.2
2619,36,1,suburban,11,35.0,4,3,0,4.6
2620,26,0,suburban,11,17.8,4,5,0,4.9
2621,49,1,urban,20,70.4,6,8,0,6.1
2622,63,1,urban,12,56.3,5,0,0,5.0
2623,85,1,urban,17,68.0,3,4,1,6.8
2624,62,1,urban,14,58.6,5,0,0,3.8
2625,40,0,urban,12,28.2,2,0,0,3.6
2626,44,1,rural,11,32.5,7,4,1,7.4
2627,59,1,urban,18,42.7,6,5,0,5.5
2628,18,1,rural,10,16.9,4,1,0,2.7
2629,18,1,urban,14,33.6,4,3,0,2.7
2630,18,1,suburban,16,49.2,5,3,1,6.4
2631,71,1,suburban,12,28.6,4,5,0,5.8
2632,26,0,urban,16,23.6,8,6,0,6.6
2633,46,0,urban,12,68.0,5,1,0,4.0
2634,41,1,suburban,16,57.4,5,5,1,8.7
2635,39,1,urban,14,27.6,7,6,1,6.2
2636,71,0,rural,10,30.9,6,3,0,6.0
2637,34,1,suburban,11,23.6,6,5,0,5.4
2638,51,0,urban,16,36.8,3,8,0,3.8
2639,29,1,urban,12,28.6,5,3,0,6.5
2640,82,0,urban,12,41.5,7,3,1,10.0
2641,43,0,urban,14,34.0,4,3,1,6.3
2642,74,0,urban,13,70.2,6,6,0,7.4
2643,36,1,suburban,14,53.4,5,2,0,4.3
2644,43,0,rural,11,36.3,6,5,0,6.5
2645,35,1,urban,10,37.0,4,3,0,5.1
2646,87,0,suburban,14,36.7,4,4,0,5.0
2647,44,1,suburban,15,94.7,7,6,1,6.1
2648,48,0,suburban,10,57.1,3,4,0,3.9
2649,33,1,suburban,10,19.0,3,2,0,2.2
2650,84,0,urban,12,36.3,2,6,0,4.5
2651,39,0,suburban,14,65.5,4,4,0,5.0
2652,60,1,suburban,11,46.6,4,5,0,5.0
2653,60,1,rural,15,51.4,10,4,1,9.2
2654,32,1,urban,14,41.7,3,2,1,3.2
2655,48,0,suburban,15,62.6,5,4,0,4.8
2656,45,1,rural,15,61.0,6,7,0,5.3
2657,56,0,rural,12,40.7,6,1,0,4.4
2658,42,0,urban,17,57.8,6,8,0,6.7
2659,35,0,suburban,16,55.7,8,7,1,8.4
2660,45,1,suburban,10,40.1,3,5,0,6.0
2661,62,0,rural,12,59.2,3,1,0,5.1
2662,34,0,suburban,8,20.6,6,4,0,3.5
2663,49,1,suburban,15,43.8,6,4,0,6.8
2664,44,0,rural,10,29.7,5,2,0,4.2
2665,37,0,suburban,11,28.2,5,3,0,4.9
2666,36,0,urban,12,38.0,2,0,0,2.1
2667,61,0,suburban,15,89.2,6,6,0,7.0
2668,50,0,urban,14,68.6,6,5,1,9.0
2669,46,0,urban,10,18.0,1,1,0,3.3
2670,48,1,suburban,11,109.9,8,5,1,6.7
2671,33,0,suburban,17,60.9,6,7,0,4.7
2672,42,0,suburban,14,78.3,2,6,0,2.4
2673,47,1,rural,12,38.6,5,0,0,4.7
2674,34,1,suburban,15,36.9,6,3,0,6.1
2675,28,1,suburban,14,30.8,4,4,0,3.6
2676,46,1,rural,15,93.8,9,6,0,9.2
2677,51,0,suburban,11,61.8,3,4,0,2.4
2678,49,1,rural,13,26.3,5,3,0,4.8
2679,21,1,urban,14,33.3,7,4,0,7.9
2680,26,1,suburban,16,31.5,8,6,0,4.8
2681,29,1,urban,11,54.6,3,1,0,4.5
